                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    510,                0.80125,                0.56402,                 1.0566,                 0.9526,                0.98806,                0.98635,                0.85824,                0.69671,                0.45177,                0.96256,             0.00062011,             0.00062011,             0.00062011
                    511,                0.81887,                0.56521,                 1.0527,                0.95588,                0.98157,                 0.9887,                0.87581,                0.69118,                0.45411,                0.96205,             0.00061887,             0.00061887,             0.00061887
                    512,                 0.8089,                0.59216,                 1.0693,                 0.9582,                0.95564,                0.99039,                0.87481,                0.67622,                0.46243,                0.95823,             0.00061764,             0.00061764,             0.00061764
                    513,                0.82494,                0.58522,                 1.0384,                0.96157,                 0.9626,                 0.9894,                0.85321,                0.69629,                0.46087,                0.97692,              0.0006164,              0.0006164,              0.0006164
                    514,                0.81951,                 0.5684,                 1.0381,                0.94402,                0.97733,                0.99007,                0.86783,                0.70046,                0.47342,                0.96196,             0.00061516,             0.00061516,             0.00061516
                    515,                0.85788,                0.59284,                 1.0628,                0.95062,                0.96655,                0.98737,                0.87103,                0.67776,                0.44778,                0.95678,             0.00061392,             0.00061392,             0.00061392
                    516,                0.80242,                 0.5647,                 1.0474,                0.96745,                0.97502,                 0.9867,                0.86189,                0.68541,                 0.4374,                0.97176,             0.00061269,             0.00061269,             0.00061269
                    517,                0.84032,                0.57414,                 1.0312,                0.95889,                0.96954,                0.98338,                0.86988,                0.71428,                 0.4559,                0.97764,             0.00061145,             0.00061145,             0.00061145
                    518,                0.85419,                0.58088,                 1.0565,                0.96707,                0.96206,                0.98293,                0.87323,                0.73461,                 0.4593,                0.97479,             0.00061021,             0.00061021,             0.00061021
                    519,                 0.8766,                0.61147,                 1.0663,                0.96748,                0.97399,                0.98808,                0.86679,                0.73092,                 0.4675,                0.96419,             0.00060897,             0.00060897,             0.00060897
                    520,                0.82938,                 0.5925,                 1.0537,                0.97058,                0.97167,                0.98939,                0.87271,                0.67832,                0.45529,                0.95436,             0.00060774,             0.00060774,             0.00060774
                    521,                0.85153,                0.57254,                 1.0487,                0.96237,                0.96203,                0.98954,                0.86592,                0.70476,                0.46336,                0.97153,              0.0006065,              0.0006065,              0.0006065
                    522,                0.79646,                 0.5642,                 1.0311,                0.94276,                0.98635,                 0.9881,                0.86694,                0.70432,                0.45515,                 0.9685,             0.00060526,             0.00060526,             0.00060526
                    523,                0.80392,                0.58009,                 1.0508,                0.95359,                0.99068,                0.98649,                0.87608,                0.67239,                0.44023,                 0.9494,             0.00060403,             0.00060403,             0.00060403
                    524,                0.79721,                0.54335,                 1.0215,                0.96022,                0.98594,                0.99075,                0.87362,                0.69441,                0.44431,                0.96002,             0.00060279,             0.00060279,             0.00060279
                    525,                0.82946,                0.58698,                 1.0539,                0.96421,                0.97244,                0.99102,                0.87696,                0.67282,                0.44832,                0.95146,             0.00060155,             0.00060155,             0.00060155
                    526,                0.86124,                0.59552,                 1.0442,                0.95556,                0.97198,                0.98942,                0.85103,                 0.6988,                0.46029,                0.96668,             0.00060031,             0.00060031,             0.00060031
                    527,                0.81376,                0.57807,                 1.0511,                0.95469,                0.97047,                 0.9899,                0.86652,                0.67675,                0.44588,                0.95149,             0.00059908,             0.00059908,             0.00059908
                    528,                0.80582,                0.57557,                 1.0424,                0.98317,                0.96021,                0.99078,                0.88612,                0.65871,                0.43427,                0.94171,             0.00059784,             0.00059784,             0.00059784
                    529,                0.81859,                0.57646,                 1.0254,                0.96969,                0.98624,                0.99155,                 0.8959,                0.65621,                0.44023,                0.93934,              0.0005966,              0.0005966,              0.0005966
                    530,                0.77621,                0.54751,                 1.0258,                0.93157,                0.99269,                0.98862,                0.87575,                0.68394,                0.46405,                0.95803,             0.00059536,             0.00059536,             0.00059536
                    531,                0.83224,                0.57723,                 1.0426,                0.94276,                0.96716,                0.98672,                0.87213,                0.69137,                0.46599,                0.95895,             0.00059413,             0.00059413,             0.00059413
                    532,                0.77289,                0.55324,                 1.0096,                 0.9801,                0.94691,                0.98923,                0.87239,                0.67673,                0.45523,                0.95043,             0.00059289,             0.00059289,             0.00059289
                    533,                0.82167,                0.58121,                 1.0287,                0.97016,                0.95926,                0.99011,                0.89424,                 0.6628,                0.44311,                0.94467,             0.00059165,             0.00059165,             0.00059165
                    534,                0.81741,                0.56845,                 1.0347,                0.96631,                0.96839,                0.99022,                0.88926,                0.65352,                0.43551,                0.94753,             0.00059041,             0.00059041,             0.00059041
                    535,                0.81087,                0.56936,                 1.0256,                0.97026,                0.97549,                0.99006,                0.87796,                0.66166,                0.43116,                0.94678,             0.00058917,             0.00058917,             0.00058917
                    536,                0.77064,                0.54775,                  1.018,                0.96296,                0.97444,                0.98956,                0.87468,                0.67442,                0.44006,                0.95622,             0.00058794,             0.00058794,             0.00058794
                    537,                0.79787,                0.55106,                 1.0313,                0.96431,                0.96822,                0.98845,                0.87637,                0.66806,                0.44559,                0.94695,              0.0005867,              0.0005867,              0.0005867
                    538,                0.78066,                0.54188,                 1.0035,                0.95268,                 0.9862,                0.99009,                  0.893,                0.66868,                 0.4413,                0.94308,             0.00058546,             0.00058546,             0.00058546
                    539,                0.82083,                0.55405,                 1.0619,                0.96769,                0.97917,                0.99059,                0.88475,                0.67811,                0.44297,                 0.9483,             0.00058422,             0.00058422,             0.00058422
                    540,                0.87188,                0.59885,                 1.0471,                 0.9591,                0.97264,                0.99071,                0.88726,                0.67266,                0.44064,                0.95084,             0.00058299,             0.00058299,             0.00058299
                    541,                0.82117,                0.54391,                 1.0053,                0.96192,                0.98223,                0.99074,                0.89092,                 0.6835,                0.44185,                0.95661,             0.00058175,             0.00058175,             0.00058175
                    542,                0.87371,                0.58077,                 1.0889,                0.96329,                0.99119,                0.99144,                0.88569,                0.66288,                0.43334,                0.94401,             0.00058051,             0.00058051,             0.00058051
                    543,                0.84206,                0.55606,                 1.0505,                0.97523,                0.98493,                0.99161,                0.87949,                 0.6642,                0.43166,                0.94405,             0.00057927,             0.00057927,             0.00057927
                    544,                0.83443,                0.56352,                 1.0341,                0.96324,                0.98049,                0.98996,                0.88705,                0.65524,                0.43648,                0.94839,             0.00057804,             0.00057804,             0.00057804
                    545,                0.78838,                0.55628,                 1.0224,                0.94808,                0.97757,                0.99105,                0.89752,                0.64749,                0.43802,                0.94784,              0.0005768,              0.0005768,              0.0005768
                    546,                0.82623,                0.58025,                 1.0554,                0.96686,                0.98587,                0.99086,                0.90106,                0.65278,                0.43079,                0.95008,             0.00057556,             0.00057556,             0.00057556
                    547,                0.83017,                0.56306,                 1.0234,                0.97105,                0.98157,                0.99023,                0.90023,                0.65407,                0.43081,                0.93899,             0.00057432,             0.00057432,             0.00057432
                    548,                0.79299,                  0.566,                 1.0452,                 0.9662,                0.98558,                 0.9901,                0.88662,                 0.6509,                0.43678,                0.93945,             0.00057309,             0.00057309,             0.00057309
                    549,                0.79448,                 0.5766,                 1.0206,                0.97718,                0.97099,                 0.9909,                0.88714,                0.63915,                0.43053,                0.93868,             0.00057185,             0.00057185,             0.00057185
                    550,                0.78001,                0.54843,                 1.0273,                0.98234,                0.96571,                0.99095,                0.88614,                0.65808,                0.42747,                 0.9509,             0.00057061,             0.00057061,             0.00057061
                    551,                0.77856,                0.54363,                 1.0109,                0.97439,                0.97797,                0.99095,                0.88291,                0.64036,                0.42698,                   0.94,             0.00056938,             0.00056938,             0.00056938
                    552,                0.80452,                0.55526,                 1.0569,                0.96807,                0.98064,                0.99104,                0.88835,                 0.6395,                 0.4283,                 0.9357,             0.00056814,             0.00056814,             0.00056814
                    553,                0.77358,                0.54852,                  1.007,                0.96769,                0.97648,                0.99052,                0.89877,                0.63478,                0.43245,                0.93806,              0.0005669,              0.0005669,              0.0005669
                    554,                0.83476,                0.57526,                  1.037,                0.97886,                0.96753,                0.99116,                0.88156,                0.66567,                0.43773,                0.95562,             0.00056566,             0.00056566,             0.00056566
                    555,                0.83129,                0.57376,                 1.0461,                0.97451,                0.95677,                0.99045,                0.86906,                0.66957,                0.44447,                  0.957,             0.00056442,             0.00056442,             0.00056442
                    556,                0.82455,                0.58533,                 1.0495,                0.95748,                0.97784,                0.98998,                0.87186,                0.68897,                0.44289,                 0.9528,             0.00056319,             0.00056319,             0.00056319
                    557,                0.82268,                0.55922,                 1.0398,                0.96303,                0.98567,                0.99126,                0.88104,                0.66705,                0.43278,                0.94129,             0.00056195,             0.00056195,             0.00056195
                    558,                0.77974,                0.53442,                 1.0067,                0.95985,                0.98718,                0.99148,                0.89022,                0.65565,                0.43117,                0.93974,             0.00056071,             0.00056071,             0.00056071
                    559,                0.78212,                0.54143,                 1.0249,                0.96777,                0.98157,                0.99052,                0.89586,                0.65098,                 0.4285,                 0.9397,             0.00055948,             0.00055948,             0.00055948
                    560,                0.80927,                0.54356,                 1.0207,                0.96282,                0.98372,                0.99008,                0.88703,                0.65229,                0.43008,                0.94407,             0.00055824,             0.00055824,             0.00055824
                    561,                0.79032,                0.53292,                 1.0146,                0.97641,                0.97241,                0.99076,                0.87835,                0.65624,                 0.4249,                0.94699,               0.000557,               0.000557,               0.000557
                    562,                0.82638,                 0.5432,                 1.0304,                 0.9861,                0.96668,                 0.9911,                0.87588,                0.64347,                0.41951,                0.94226,             0.00055576,             0.00055576,             0.00055576
                    563,                0.79101,                0.55508,                 1.0423,                0.96168,                0.98201,                0.99043,                0.89429,                0.63702,                0.42235,                0.93228,             0.00055452,             0.00055452,             0.00055452
                    564,                0.79105,                0.54959,                 1.0419,                0.97047,                0.98652,                0.99099,                0.90042,                0.61836,                0.41216,                0.92791,             0.00055329,             0.00055329,             0.00055329
                    565,                0.75334,                0.54349,                 1.0367,                0.97228,                0.98444,                0.99038,                0.88818,                0.62446,                0.41353,                0.92909,             0.00055205,             0.00055205,             0.00055205
                    566,                0.80347,                0.56732,                  1.036,                0.96832,                0.98798,                 0.9909,                0.88477,                 0.6456,                0.41985,                0.93933,             0.00055081,             0.00055081,             0.00055081
                    567,                 0.7987,                 0.5536,                 1.0298,                0.98532,                0.96747,                0.99103,                0.91017,                0.63004,                0.40748,                0.92532,             0.00054958,             0.00054958,             0.00054958
                    568,                0.78017,                0.55654,                  1.024,                0.98246,                0.98597,                 0.9915,                0.89382,                0.64717,                0.41393,                 0.9421,             0.00054834,             0.00054834,             0.00054834
                    569,                0.80215,                0.53746,                 1.0353,                0.98996,                0.97718,                0.99168,                0.89348,                 0.6423,                0.41426,                0.94263,              0.0005471,              0.0005471,              0.0005471
                    570,                0.77778,                0.55468,                 1.0106,                0.96917,                0.98701,                0.99172,                 0.8917,                0.63286,                0.41398,                0.93229,             0.00054586,             0.00054586,             0.00054586
                    571,                0.78992,                0.56188,                 1.0318,                0.97042,                0.97625,                0.99057,                0.87335,                 0.6496,                0.42465,                0.94181,             0.00054463,             0.00054463,             0.00054463
                    572,                0.79262,                 0.5529,                  1.045,                 0.9655,                0.98867,                0.99075,                 0.8547,                0.66952,                0.42633,                0.95526,             0.00054339,             0.00054339,             0.00054339
                    573,                0.75955,                0.52791,                 1.0028,                0.97272,                0.98638,                0.99049,                0.87768,                0.64509,                0.42154,                 0.9375,             0.00054215,             0.00054215,             0.00054215
                    574,                0.75441,                 0.5218,                 1.0232,                0.97077,                0.97742,                0.99055,                0.87618,                0.64205,                0.42514,                0.93987,             0.00054091,             0.00054091,             0.00054091
                    575,                0.79113,                0.54437,                 1.0161,                0.95694,                 0.9731,                0.98961,                0.86274,                0.66458,                0.44135,                0.95585,             0.00053968,             0.00053968,             0.00053968
                    576,                0.77834,                0.53091,                 1.0176,                0.96958,                0.97801,                0.99136,                0.86303,                0.66803,                0.43193,                0.94922,             0.00053844,             0.00053844,             0.00053844
                    577,                0.84042,                0.56577,                 1.0654,                0.96693,                 0.9799,                0.99049,                0.87744,                0.63599,                0.43188,                0.93589,              0.0005372,              0.0005372,              0.0005372
                    578,                0.81894,                0.57019,                 1.0373,                0.96978,                0.96896,                0.98958,                0.88481,                0.66804,                0.43243,                0.93645,             0.00053596,             0.00053596,             0.00053596
                    579,                0.78616,                0.55072,                 1.0429,                0.97717,                0.96893,                0.99127,                 0.8853,                0.64522,                0.42121,                0.93066,             0.00053473,             0.00053473,             0.00053473
                    580,                0.79356,                0.53321,                 1.0072,                0.95477,                0.98716,                0.99052,                0.88234,                0.63761,                 0.4209,                0.93358,             0.00053349,             0.00053349,             0.00053349
                    581,                0.78315,                0.55308,                 1.0211,                0.95704,                  0.993,                 0.9909,                0.87915,                0.62564,                0.41381,                0.92912,             0.00053225,             0.00053225,             0.00053225
                    582,                  0.795,                 0.5737,                 1.0392,                0.97717,                 0.9809,                0.99126,                0.88987,                0.63204,                0.41439,                0.92746,             0.00053101,             0.00053101,             0.00053101
                    583,                0.77095,                0.53891,                 1.0284,                0.98379,                0.97502,                0.99088,                0.89654,                 0.6251,                0.40952,                0.92822,             0.00052978,             0.00052978,             0.00052978
                    584,                0.76291,                0.53169,                 1.0148,                0.97132,                0.98125,                0.99125,                0.89635,                0.64193,                0.41288,                 0.9356,             0.00052854,             0.00052854,             0.00052854
                    585,                0.77184,                 0.5661,                 1.0471,                0.97686,                0.97451,                0.99067,                0.90716,                0.61149,                 0.4078,                0.91999,              0.0005273,              0.0005273,              0.0005273
                    586,                0.77918,                0.53639,                 1.0171,                0.97351,                0.96944,                0.98982,                0.89201,                0.60941,                0.41867,                0.92325,             0.00052606,             0.00052606,             0.00052606
                    587,                0.77154,                0.54661,                  1.026,                0.96597,                 0.9773,                0.99013,                0.88411,                0.66128,                0.42721,                0.94575,             0.00052483,             0.00052483,             0.00052483
                    588,                0.82554,                 0.5509,                 1.0456,                0.98434,                0.97329,                0.99088,                0.89517,                0.63132,                0.42725,                0.92722,             0.00052359,             0.00052359,             0.00052359
                    589,                0.75505,                0.52858,                 1.0212,                0.98874,                0.96649,                0.99109,                0.89213,                0.63016,                0.42107,                0.92704,             0.00052235,             0.00052235,             0.00052235
                    590,                0.78168,                0.56354,                 1.0372,                0.96854,                 0.9863,                0.99137,                0.89726,                0.62756,                0.41544,                0.92955,             0.00052111,             0.00052111,             0.00052111
                    591,                 0.7681,                0.53167,                 1.0174,                0.96801,                0.95716,                0.99092,                0.88034,                0.65538,                0.42327,                0.94582,             0.00051988,             0.00051988,             0.00051988
                    592,                0.79797,                0.55046,                 1.0251,                 0.9578,                0.95792,                 0.9915,                0.89404,                0.62387,                0.42363,                0.93245,             0.00051864,             0.00051864,             0.00051864
                    593,                0.79614,                0.55334,                 1.0106,                0.94978,                0.97828,                0.99145,                 0.9002,                0.61281,                0.43353,                0.91874,              0.0005174,              0.0005174,              0.0005174
                    594,                0.81457,                0.55788,                  1.042,                 0.9657,                0.95248,                0.98951,                0.88937,                0.62942,                0.44472,                0.92666,             0.00051616,             0.00051616,             0.00051616
                    595,                0.76655,                0.50757,                 1.0023,                 0.9649,                0.96939,                0.99012,                0.88991,                0.62832,                0.42711,                0.93063,             0.00051493,             0.00051493,             0.00051493
                    596,                 0.7713,                0.54929,                 1.0157,                 0.9612,                0.98029,                0.99087,                0.88014,                0.63143,                0.41628,                0.93846,             0.00051369,             0.00051369,             0.00051369
                    597,                0.77701,                0.54671,                  1.003,                0.98283,                0.97589,                0.99125,                0.90218,                0.60951,                0.40864,                0.92005,             0.00051245,             0.00051245,             0.00051245
                    598,                0.78354,                0.53596,                  1.024,                0.98658,                0.96987,                0.99064,                0.90364,                0.61701,                0.40926,                0.92423,             0.00051121,             0.00051121,             0.00051121
                    599,                0.77629,                0.54381,                 1.0243,                0.98194,                0.97388,                0.99073,                0.89949,                0.62012,                 0.4084,                0.92934,             0.00050997,             0.00050997,             0.00050997
                    600,                0.78613,                0.56099,                  1.039,                0.97676,                0.97247,                0.99089,                0.88321,                 0.6708,                0.42334,                0.95235,             0.00050874,             0.00050874,             0.00050874
                    601,                0.80309,                0.56042,                 1.0312,                0.97508,                0.96465,                0.99092,                0.88235,                0.63367,                0.41355,                0.93588,              0.0005075,              0.0005075,              0.0005075
                    602,                0.77151,                0.52778,                 1.0313,                0.96353,                0.98467,                0.99154,                0.89657,                0.60051,                0.40338,                0.92235,             0.00050626,             0.00050626,             0.00050626
                    603,                0.75441,                0.53078,                 1.0245,                0.98165,                0.97959,                0.99134,                0.90019,                0.62671,                0.40722,                 0.9318,             0.00050503,             0.00050503,             0.00050503
                    604,                0.76598,                0.53277,                 1.0202,                0.98014,                0.97159,                0.99082,                 0.9066,                0.61988,                0.40222,                0.92554,             0.00050379,             0.00050379,             0.00050379
                    605,                0.76289,                0.53906,                 1.0157,                 0.9612,                0.98958,                0.99075,                0.90487,                0.62092,                0.40007,                0.92213,             0.00050255,             0.00050255,             0.00050255
                    606,                0.78198,                 0.5242,                 1.0231,                0.98494,                0.98335,                 0.9914,                0.89605,                0.62989,                0.40816,                0.93574,             0.00050131,             0.00050131,             0.00050131
                    607,                0.77557,                0.53452,                  1.013,                0.97842,                0.97388,                 0.9912,                0.88705,                 0.6427,                0.41239,                0.94637,             0.00050007,             0.00050007,             0.00050007
                    608,                0.78671,                0.55507,                 1.0265,                0.98812,                0.96828,                0.99116,                0.90874,                0.61979,                0.41211,                0.92639,             0.00049884,             0.00049884,             0.00049884
                    609,                 0.7702,                0.52139,                 1.0088,                0.97846,                0.96618,                0.99041,                0.89899,                0.58657,                0.40658,                0.91482,              0.0004976,              0.0004976,              0.0004976
                    610,                 0.7333,                0.51375,                 1.0064,                0.97912,                0.96437,                0.99016,                0.89262,                0.61158,                0.41247,                  0.919,             0.00049636,             0.00049636,             0.00049636
                    611,                0.76038,                0.52642,                 1.0056,                0.97607,                0.97798,                0.99099,                0.88736,                0.62925,                0.41277,                 0.9237,             0.00049513,             0.00049513,             0.00049513
                    612,                0.77828,                0.53895,                 1.0023,                0.95114,                0.98563,                0.98992,                0.90067,                0.60977,                0.40514,                0.91595,             0.00049389,             0.00049389,             0.00049389
                    613,                 0.7571,                0.53174,                 1.0346,                0.95458,                0.98226,                 0.9903,                0.89889,                0.61401,                0.40419,                0.92265,             0.00049265,             0.00049265,             0.00049265
                    614,                0.77302,                0.55764,                  1.013,                 0.9827,                0.96834,                 0.9907,                0.89746,                0.61825,                 0.4087,                0.92488,             0.00049141,             0.00049141,             0.00049141
                    615,                0.75964,                0.53972,                  1.023,                0.97837,                 0.9841,                0.99117,                0.90609,                0.61263,                0.40466,                0.91552,             0.00049018,             0.00049018,             0.00049018
                    616,                0.73917,                0.50997,                 1.0004,                0.97579,                0.97845,                 0.9914,                 0.9019,                0.61792,                 0.4087,                0.91408,             0.00048894,             0.00048894,             0.00048894
                    617,                0.76685,                0.52521,                 1.0109,                0.97555,                0.97675,                0.99079,                 0.9063,                0.58999,                0.39984,                0.91229,              0.0004877,              0.0004877,              0.0004877
                    618,                0.75739,                0.53218,                 1.0228,                 0.9858,                0.97023,                0.99075,                0.90492,                0.60543,                0.40031,                0.91543,             0.00048646,             0.00048646,             0.00048646
                    619,                 0.7687,                0.53368,                 1.0053,                0.98282,                0.98544,                0.99122,                0.90977,                0.59992,                 0.3992,                0.91224,             0.00048523,             0.00048523,             0.00048523
                    620,                0.74695,                 0.5014,                0.98991,                0.98773,                0.98147,                0.99127,                0.89119,                0.61825,                0.40121,                0.92053,             0.00048399,             0.00048399,             0.00048399
                    621,                0.77482,                0.53008,                 1.0036,                 0.9817,                0.98269,                0.99147,                0.89506,                0.60486,                0.39971,                0.91865,             0.00048275,             0.00048275,             0.00048275
                    622,                0.74706,                 0.5092,                 1.0125,                0.98618,                 0.9715,                0.99055,                0.90592,                0.58987,                0.40039,                0.91169,             0.00048151,             0.00048151,             0.00048151
                    623,                0.77903,                0.53158,                 1.0093,                0.97799,                0.96962,                0.98959,                0.90256,                0.60485,                0.40598,                0.91632,             0.00048028,             0.00048028,             0.00048028
                    624,                0.73657,                0.54297,                 1.0284,                0.98045,                0.96621,                0.99029,                0.90844,                0.60536,                0.41267,                0.91607,             0.00047904,             0.00047904,             0.00047904
                    625,                0.76044,                0.52029,                 1.0239,                0.98399,                0.96821,                0.99081,                0.88702,                0.62107,                0.41276,                0.92415,              0.0004778,              0.0004778,              0.0004778
                    626,                0.77325,                0.52416,                0.98954,                0.98593,                0.96862,                0.99055,                0.89444,                0.63376,                0.41268,                0.92413,             0.00047656,             0.00047656,             0.00047656
                    627,                0.74354,                 0.5351,                 1.0081,                0.95742,                0.98758,                0.99041,                 0.8953,                0.62496,                0.41602,                0.91852,             0.00047533,             0.00047533,             0.00047533
                    628,                0.76067,                0.53922,                 1.0415,                0.98548,                0.96085,                0.99061,                 0.9014,                0.58707,                 0.4025,                0.90685,             0.00047409,             0.00047409,             0.00047409
                    629,                 0.7417,                 0.5247,                 1.0165,                0.96875,                0.98489,                0.99107,                0.89793,                0.59823,                0.39511,                0.91663,             0.00047285,             0.00047285,             0.00047285
                    630,                0.75755,                0.53733,                0.99636,                0.98525,                0.96526,                0.99073,                0.90262,                0.60448,                0.39695,                0.91977,             0.00047161,             0.00047161,             0.00047161
                    631,                0.72746,                0.52224,                 1.0047,                0.96814,                0.98228,                0.99122,                0.91117,                0.59321,                0.39889,                0.91068,             0.00047038,             0.00047038,             0.00047038
                    632,                0.74552,                0.51789,                 1.0035,                0.96421,                0.99038,                0.99087,                0.90596,                0.60747,                 0.4028,                0.91381,             0.00046914,             0.00046914,             0.00046914
                    633,                 0.7649,                0.54137,                 1.0334,                0.98259,                0.96987,                0.99063,                0.91417,                0.60667,                0.40306,                0.91319,              0.0004679,              0.0004679,              0.0004679
                    634,                0.72353,                0.51818,                  1.002,                0.98296,                0.96898,                0.99072,                0.90265,                0.59865,                0.40121,                0.91502,             0.00046666,             0.00046666,             0.00046666
                    635,                0.75426,                0.54557,                 1.0015,                0.98658,                0.94109,                0.99053,                0.90312,                0.60887,                0.40746,                0.92345,             0.00046542,             0.00046542,             0.00046542
                    636,                0.74666,                0.51136,                 1.0039,                 0.9868,                0.93284,                 0.9909,                0.88997,                0.64061,                0.42445,                0.93452,             0.00046419,             0.00046419,             0.00046419
                    637,                 0.7347,                0.50778,                0.99597,                0.99298,                 0.9556,                0.99124,                0.90631,                0.62139,                  0.409,                0.92208,             0.00046295,             0.00046295,             0.00046295
                    638,                0.72385,                0.50472,                0.98113,                0.97466,                0.97135,                0.99158,                  0.909,                 0.5848,                0.38754,                0.91017,             0.00046171,             0.00046171,             0.00046171
                    639,                0.73824,                  0.529,                0.96977,                0.97805,                0.97672,                0.99159,                0.90049,                0.58489,                0.38941,                0.91557,             0.00046048,             0.00046048,             0.00046048
                    640,                0.75098,                0.55655,                0.98696,                0.97567,                0.98235,                0.99108,                0.90351,                0.59892,                0.39753,                0.91993,             0.00045924,             0.00045924,             0.00045924
                    641,                0.70931,                0.52152,                0.96909,                0.98856,                0.97919,                 0.9918,                0.91053,                0.59434,                0.39401,                0.91578,               0.000458,               0.000458,               0.000458
                    642,                0.71609,                0.49493,                0.95741,                 0.9899,                0.97145,                0.99054,                0.90443,                0.58786,                0.38869,                0.91307,             0.00045676,             0.00045676,             0.00045676
                    643,                0.71446,                0.49802,                0.99542,                0.97681,                0.97548,                0.99112,                0.90149,                0.58863,                0.39264,                0.91882,             0.00045552,             0.00045552,             0.00045552
